## BEGIN HEADER
#
##------------------------------------------------------------------------------
## Origin Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#SOURCE:   "Ocean Networks Canada Data Archive"  / Citation Author
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site
#HOME:     "University of Victoria, Canada"      / Citation Publication Location
#FLDATE:    2025-06-21T19:50:46.965Z  / File Creation Date = Date for Citation
#CITATION1: "Ocean Networks Canada Society. 2012. Cambridge Bay Water Quality Monitor Deployed 2012-10-02. Ocean Networks Canada Society. https://doi.org/10.34943/d1411630-2b5e-418d-b9ca-7f78af5b26b0. Subset Query: 31177891. Accessed 2025-06-21."  / Citation Title
#CITATION2: "Ocean Networks Canada Society. 2013. Cambridge Bay Water Quality Monitor Deployed 2013-09-03. Ocean Networks Canada Society. https://doi.org/10.34943/511f07f7-236c-4573-8146-6e6994d10bed. Subset Query: 31177892. Accessed 2025-06-21."  / Citation Title
#METADATF:  CambridgeBay_UnderwaterNetwork_WaterQualityMonitor_OxygenSaturation_20121006T043000Z_20140916T060000Z-NaN_clean_avg15minute_CSV_META.xml  / Metadata file name
#SEARCHID:  50649287                             / DMAS Search ID from Oceans3.0
#
##------------------------------------------------------------------------------
## Location Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#STNNAME:   OceanNetworksCanada-Arctic-CambridgeBay-UnderwaterNetwork  / Station Name 
#STNCODE:   CBYIP                                / Station Code 
#LATITUDE:     69.113860                         / Latitude North
#LONGITUDE:  -105.060580                         / Longitude East
#DEPTH:         6.0                              / Depth (m)
#
##------------------------------------------------------------------------------
## Device Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DEVCAT: Water Quality Monitor                   / Device Category
#DEVTOT:    2  / Total number of Device Deployments contributing to data
#
#DEPLDATE1: 2012-10-06T04:15:12.000Z             / Device 1 Deployment Date
#DEVNAME1: "WET Labs Water Quality Monitor 233"  / Device Name of Device 1
#DEVCODE1:  WETLABSWQM233                        / Device Code of Device 1
#DEVID1:    13200                                / Device ID of Device 1
#
#DEPLDATE2: 2013-09-03T02:18:00.000Z             / Device 2 Deployment Date
#DEVNAME2: "WET Labs Water Quality Monitor 196"  / Device Name of Device 2
#DEVCODE2:  WETLABSWQM196                        / Device Code of Device 2
#DEVID2:    9001                                 / Device ID of Device 2
#
##------------------------------------------------------------------------------
## Data Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DATEFROM:  2012-10-06T04:30:00.000Z             / Data Start Time
#DATETO:    2014-09-16T06:00:00.000Z             / Data End Time
#PERIODTOT: 2                                    / Number of Sample Periods
#PERIODST1: 2010-11-19T00:00:00.000Z             / Sample Period 1 Start Time
#PERIOD1:   1                                    / Sensor Sample Period 1 (s)
#PERIODST2: 2012-04-30T00:00:00.000Z             / Sample Period 2 Start Time
#PERIOD2:   1                                    / Sensor Sample Period 2 (s)
#RESAMPPRD: 900                                  / Resample Period (s)
#RESAMPTYP: Average                              / Resample Type
#RESAMPMIN: 70%  / Minimum percent valid data per resample
#RESAMPDCR: Fixed window averaging without overlap  / Resample Description
#TOTSAMPLE: 51495                                / Samples in File
#TOTSMPEXP: 68166                                / Samples expected
#DPOPTGAPS: NaN  / Data Gaps: NaN - Fill missing/bad data with NaNs (Not a Number) 
#DPOPTQC:   Clean  / Quality Control: Clean Data - replace data that have QAQC flags 3 or 4 with NaNs 
#QAREMARK:  None                                 / Quality Assurance Remarks
#
#"QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information."
#"Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)", "Oxygen Saturation (%)", "Oxygen Saturation QC Flag", "Oxygen Saturation Count"
## END HEADER
2013-01-20T05:22:30.000Z, NaN, 6, 600
2013-01-20T05:37:30.000Z, 85.396478255, 7, 900
2013-01-20T05:52:30.000Z, 85.411306244, 7, 900
2013-01-20T06:07:30.000Z, 85.42786116, 7, 900
2013-01-20T06:22:30.000Z, NaN, 6, 600
2013-01-20T06:37:30.000Z, 85.394220562, 7, 900
2013-01-20T06:52:30.000Z, 85.41813019, 7, 900
2013-01-20T07:07:30.000Z, 85.438459288, 7, 900
2013-01-20T07:22:30.000Z, NaN, 6, 600
2013-01-20T07:37:30.000Z, 85.387991808, 7, 900
2013-01-20T07:52:30.000Z, 85.430157673, 7, 900
2013-01-20T08:07:30.000Z, 85.417221905, 7, 900
2013-01-20T08:22:30.000Z, NaN, 6, 600
2013-01-20T08:37:30.000Z, 85.401254484, 7, 900
2013-01-20T08:52:30.000Z, 85.398505279, 7, 900
2013-01-20T09:07:30.000Z, 85.398862068, 7, 900
2013-01-20T09:22:30.000Z, NaN, 6, 600
2013-01-20T09:37:30.000Z, 85.38508783, 7, 900
2013-01-20T09:52:30.000Z, 85.410615744, 7, 900
2013-01-20T10:07:30.000Z, 85.404836322, 7, 832
2013-01-20T10:22:30.000Z, NaN, 6, 600
2013-01-20T10:37:30.000Z, 85.376246895, 7, 900
2013-01-20T10:52:30.000Z, 85.39900413, 7, 900
2013-01-20T11:07:30.000Z, 85.37860446, 7, 900
2013-01-20T11:22:30.000Z, NaN, 6, 600
2013-01-20T11:37:30.000Z, 85.366910184, 7, 900
2013-01-20T11:52:30.000Z, 85.365762348, 7, 900
2013-01-20T12:07:30.000Z, 85.392392568, 7, 900
2013-01-20T12:22:30.000Z, NaN, 6, 600
2013-01-20T12:37:30.000Z, 85.357532181, 7, 900
2013-01-20T12:52:30.000Z, 85.353017323, 7, 900
2013-01-20T13:07:30.000Z, 85.380882187, 7, 900
2013-01-20T13:22:30.000Z, NaN, 6, 599
2013-01-20T13:37:30.000Z, 85.382957232, 7, 901
2013-01-20T13:52:30.000Z, 85.37862593, 7, 900
2013-01-20T14:07:30.000Z, 85.375318898, 7, 900
2013-01-20T14:22:30.000Z, NaN, 6, 600
2013-01-20T14:37:30.000Z, 85.38267471, 7, 900
2013-01-20T14:52:30.000Z, 85.369661952, 7, 900
2013-01-20T15:07:30.000Z, 85.358280428, 7, 900
2013-01-20T15:22:30.000Z, NaN, 6, 600
2013-01-20T15:37:30.000Z, 85.316428707, 7, 900
2013-01-20T15:52:30.000Z, 85.337154654, 7, 900
2013-01-20T16:07:30.000Z, 85.344882289, 7, 900
2013-01-20T16:22:30.000Z, NaN, 6, 600
2013-01-20T16:37:30.000Z, 85.343950557, 7, 900
2013-01-20T16:52:30.000Z, 85.357954544, 7, 900
2013-01-20T17:07:30.000Z, 85.360602394, 7, 900
2013-01-20T17:22:30.000Z, NaN, 6, 600
2013-01-20T17:37:30.000Z, 85.343917761, 7, 900
2013-01-20T17:52:30.000Z, 85.323764198, 7, 900
2013-01-20T18:07:30.000Z, 85.373399327, 7, 900
2013-01-20T18:22:30.000Z, NaN, 6, 600
2013-01-20T18:37:30.000Z, 85.350364871, 7, 900
2013-01-20T18:52:30.000Z, 85.365023161, 7, 900
2013-01-20T19:07:30.000Z, 85.386458532, 7, 900
2013-01-20T19:22:30.000Z, NaN, 6, 599
2013-01-20T19:37:30.000Z, 85.360390888, 7, 900
2013-01-20T19:52:30.000Z, 85.381215491, 7, 901
2013-01-20T20:07:30.000Z, 85.306674885, 7, 900
2013-01-20T20:22:30.000Z, NaN, 6, 600
2013-01-20T20:37:30.000Z, 85.356078491, 7, 900
2013-01-20T20:52:30.000Z, 85.339101399, 7, 900
2013-01-20T21:07:30.000Z, 85.31428642, 7, 900
2013-01-20T21:22:30.000Z, NaN, 6, 600
2013-01-20T21:37:30.000Z, 85.35013965, 7, 898
2013-01-20T21:52:30.000Z, 85.385918818, 7, 900
2013-01-20T22:07:30.000Z, 85.396910619, 7, 900
2013-01-20T22:22:30.000Z, NaN, 6, 599
2013-01-20T22:37:30.000Z, 85.389001776, 7, 900
2013-01-20T22:52:30.000Z, 85.440319346, 7, 900
2013-01-20T23:07:30.000Z, 85.44908994, 7, 900
2013-01-20T23:22:30.000Z, NaN, 6, 600
2013-01-20T23:37:30.000Z, 85.349922575, 7, 900
2013-01-20T23:52:30.000Z, 85.334310664, 7, 900
2013-01-21T00:07:30.000Z, 85.331416749, 7, 900
2013-01-21T00:22:30.000Z, NaN, 6, 521
2013-01-21T00:37:30.000Z, 85.343728581, 7, 900
2013-01-21T00:52:30.000Z, 85.360642274, 7, 900
2013-01-21T01:07:30.000Z, 85.339057701, 7, 900
2013-01-21T01:22:30.000Z, NaN, 6, 600
2013-01-21T01:37:30.000Z, 85.335059768, 7, 848
2013-01-21T01:52:30.000Z, 85.362715742, 7, 900
2013-01-21T02:07:30.000Z, 85.347636058, 7, 900
2013-01-21T02:22:30.000Z, NaN, 6, 600
2013-01-21T02:37:30.000Z, 85.363935217, 7, 900
2013-01-21T02:52:30.000Z, 85.3570939, 7, 900
2013-01-21T03:07:30.000Z, 85.348704821, 7, 900
2013-01-21T03:22:30.000Z, NaN, 6, 600
2013-01-21T03:37:30.000Z, 85.350762471, 7, 900
2013-01-21T03:52:30.000Z, 85.368125644, 7, 900
2013-01-21T04:07:30.000Z, 85.37124616, 7, 900
2013-01-21T04:22:30.000Z, NaN, 6, 600
2013-01-21T04:37:30.000Z, 85.358047161, 7, 900
2013-01-21T04:52:30.000Z, 85.349884022, 7, 900
2013-01-21T05:07:30.000Z, 85.340414739, 7, 900
2013-01-21T05:22:30.000Z, NaN, 6, 600
2013-01-21T05:37:30.000Z, 85.27326959, 7, 900
2013-01-21T05:52:30.000Z, 85.262567093, 7, 900
2013-01-21T06:07:30.000Z, 85.269619658, 7, 900
2013-01-21T06:22:30.000Z, NaN, 6, 600
2013-01-21T06:37:30.000Z, 85.321315928, 7, 900
2013-01-21T06:52:30.000Z, 85.339737459, 7, 900
2013-01-21T07:07:30.000Z, 85.343106643, 7, 900
2013-01-21T07:22:30.000Z, NaN, 6, 600
2013-01-21T07:37:30.000Z, 85.374265913, 7, 900
2013-01-21T07:52:30.000Z, 85.406458495, 7, 900
2013-01-21T08:07:30.000Z, 85.408359945, 7, 900
2013-01-21T08:22:30.000Z, NaN, 6, 600
2013-01-21T08:37:30.000Z, 85.410211306, 7, 900
2013-01-21T08:52:30.000Z, 85.4093786, 7, 900
2013-01-21T09:07:30.000Z, 85.378113421, 7, 900
2013-01-21T09:22:30.000Z, NaN, 6, 600
2013-01-21T09:37:30.000Z, 85.390504415, 7, 900
2013-01-21T09:52:30.000Z, 85.377766377, 7, 900
2013-01-21T10:07:30.000Z, 85.365262519, 7, 900
2013-01-21T10:22:30.000Z, NaN, 6, 600
2013-01-21T10:37:30.000Z, 85.325915037, 7, 900
2013-01-21T10:52:30.000Z, 85.362443199, 7, 900
2013-01-21T11:07:30.000Z, 85.36527205, 7, 900
2013-01-21T11:22:30.000Z, NaN, 6, 600
2013-01-21T11:37:30.000Z, 85.350741677, 7, 900
2013-01-21T11:52:30.000Z, 85.363907977, 7, 900
2013-01-21T12:07:30.000Z, 85.36179326, 7, 900
2013-01-21T12:22:30.000Z, NaN, 6, 600
2013-01-21T12:37:30.000Z, 85.32912125, 7, 900
2013-01-21T12:52:30.000Z, 85.305162644, 7, 900
2013-01-21T13:07:30.000Z, 85.33808037, 7, 900
2013-01-21T13:22:30.000Z, NaN, 6, 601
2013-01-21T13:37:30.000Z, 85.326325899, 7, 900
2013-01-21T13:52:30.000Z, 85.327418206, 7, 900
2013-01-21T14:07:30.000Z, 85.315728683, 7, 900
2013-01-21T14:22:30.000Z, NaN, 6, 599
2013-01-21T14:37:30.000Z, 85.283300926, 7, 900
2013-01-21T14:52:30.000Z, 85.277452291, 7, 900
2013-01-21T15:07:30.000Z, 85.259157718, 7, 900
2013-01-21T15:22:30.000Z, NaN, 6, 601
2013-01-21T15:37:30.000Z, 85.280417012, 7, 898
2013-01-21T15:52:30.000Z, 85.293414011, 7, 900
2013-01-21T16:07:30.000Z, 85.257456909, 7, 900
2013-01-21T16:22:30.000Z, NaN, 6, 599
2013-01-21T16:37:30.000Z, 85.265329386, 7, 900
2013-01-21T16:52:30.000Z, 85.288945406, 7, 900
2013-01-21T17:07:30.000Z, 85.263460513, 7, 900
2013-01-21T17:22:30.000Z, NaN, 6, 600
2013-01-21T17:37:30.000Z, 85.233556723, 7, 900
2013-01-21T17:52:30.000Z, 85.196466045, 7, 900
2013-01-21T18:07:30.000Z, 85.271736095, 7, 900
2013-01-21T18:22:30.000Z, NaN, 6, 600
2013-01-21T18:37:30.000Z, 85.268562943, 7, 900
2013-01-21T18:52:30.000Z, 85.247647394, 7, 900
2013-01-21T19:07:30.000Z, 85.224519585, 7, 900
2013-01-21T19:22:30.000Z, NaN, 6, 600
2013-01-21T19:37:30.000Z, 85.236012476, 7, 900
2013-01-21T19:52:30.000Z, 85.218572374, 7, 900
2013-01-21T20:07:30.000Z, 85.22119974, 7, 900
2013-01-21T20:22:30.000Z, NaN, 6, 600
2013-01-21T20:37:30.000Z, 85.237729271, 7, 900
2013-01-21T20:52:30.000Z, 85.193399008, 7, 900
2013-01-21T21:07:30.000Z, 85.190973743, 7, 900
2013-01-21T21:22:30.000Z, NaN, 6, 599
2013-01-21T21:37:30.000Z, 85.205328358, 7, 900
2013-01-21T21:52:30.000Z, 85.230129718, 7, 900
2013-01-21T22:07:30.000Z, 85.231277663, 7, 900
2013-01-21T22:22:30.000Z, NaN, 6, 600
2013-01-21T22:37:30.000Z, 85.177037444, 7, 900
2013-01-21T22:52:30.000Z, 85.211650748, 7, 900
2013-01-21T23:07:30.000Z, 85.206476383, 7, 900
2013-01-21T23:22:30.000Z, NaN, 6, 600
2013-01-21T23:37:30.000Z, 85.189368775, 7, 900
2013-01-21T23:52:30.000Z, 85.20120732, 7, 900
2013-01-22T00:07:30.000Z, 85.222437895, 7, 900
2013-01-22T00:22:30.000Z, NaN, 6, 600
2013-01-22T00:37:30.000Z, 85.281615462, 7, 900
2013-01-22T00:52:30.000Z, 85.278336253, 7, 900
2013-01-22T01:07:30.000Z, 85.276076968, 7, 900
2013-01-22T01:22:30.000Z, NaN, 6, 601
2013-01-22T01:37:30.000Z, 85.243261918, 7, 900
2013-01-22T01:52:30.000Z, 85.229307629, 7, 900
2013-01-22T02:07:30.000Z, 85.246528928, 7, 900
2013-01-22T02:22:30.000Z, NaN, 6, 600
2013-01-22T02:37:30.000Z, 85.271913792, 7, 900
2013-01-22T02:52:30.000Z, 85.272497652, 7, 900
2013-01-22T03:07:30.000Z, 85.279239303, 7, 900
2013-01-22T03:22:30.000Z, NaN, 6, 600
2013-01-22T03:37:30.000Z, 85.284765539, 7, 900
2013-01-22T03:52:30.000Z, 85.247472039, 7, 900
2013-01-22T04:07:30.000Z, 85.291943566, 7, 900
2013-01-22T04:22:30.000Z, NaN, 6, 600
2013-01-22T04:37:30.000Z, 85.271844489, 7, 900
2013-01-22T04:52:30.000Z, 85.262722695, 7, 900
2013-01-22T05:07:30.000Z, 85.279077055, 7, 900
2013-01-22T05:22:30.000Z, NaN, 6, 601
2013-01-22T05:37:30.000Z, 85.265873659, 7, 900
2013-01-22T05:52:30.000Z, 85.250723817, 7, 900
2013-01-22T06:07:30.000Z, 85.284039117, 7, 900
2013-01-22T06:22:30.000Z, NaN, 6, 601
2013-01-22T06:37:30.000Z, 85.261197864, 7, 900
2013-01-22T06:52:30.000Z, 85.234751104, 7, 900
2013-01-22T07:07:30.000Z, 85.244425118, 7, 900
2013-01-22T07:22:30.000Z, NaN, 6, 600
2013-01-22T07:37:30.000Z, 85.251017789, 7, 900
2013-01-22T07:52:30.000Z, 85.236550731, 7, 900
2013-01-22T08:07:30.000Z, 85.249404472, 7, 900
2013-01-22T08:22:30.000Z, NaN, 6, 600
2013-01-22T08:37:30.000Z, 85.192755908, 7, 900
2013-01-22T08:52:30.000Z, 85.204127691, 7, 900
2013-01-22T09:07:30.000Z, 85.252146864, 7, 900
2013-01-22T09:22:30.000Z, NaN, 6, 600
2013-01-22T09:37:30.000Z, 85.26208385, 7, 900
2013-01-22T09:52:30.000Z, 85.258433276, 7, 899
2013-01-22T10:07:30.000Z, 85.24345844, 7, 900
2013-01-22T10:22:30.000Z, NaN, 6, 600
2013-01-22T10:37:30.000Z, 85.22028512, 7, 900
2013-01-22T10:52:30.000Z, 85.208983862, 7, 900
2013-01-22T11:07:30.000Z, 85.161407793, 7, 900
2013-01-22T11:22:30.000Z, NaN, 6, 601
2013-01-22T11:37:30.000Z, 85.273563895, 7, 900
2013-01-22T11:52:30.000Z, 85.261489829, 7, 900
2013-01-22T12:07:30.000Z, 85.248756668, 7, 900
2013-01-22T12:22:30.000Z, NaN, 6, 599
2013-01-22T12:37:30.000Z, 85.227667352, 7, 900
2013-01-22T12:52:30.000Z, 85.225514253, 7, 900
2013-01-22T13:07:30.000Z, 85.229469703, 7, 900
2013-01-22T13:22:30.000Z, NaN, 6, 600
2013-01-22T13:37:30.000Z, 85.21272815, 7, 900
2013-01-22T13:52:30.000Z, 85.209821542, 7, 900
2013-01-22T14:07:30.000Z, 85.192762674, 7, 900
2013-01-22T14:22:30.000Z, NaN, 6, 600
2013-01-22T14:37:30.000Z, 85.191366486, 7, 900
2013-01-22T14:52:30.000Z, 85.203652933, 7, 900
2013-01-22T15:07:30.000Z, 85.197535095, 7, 900
2013-01-22T15:22:30.000Z, NaN, 6, 601
2013-01-22T15:37:30.000Z, 85.197598558, 7, 900
2013-01-22T15:52:30.000Z, 85.217525956, 7, 900
2013-01-22T16:07:30.000Z, 85.222006448, 7, 900
2013-01-22T16:22:30.000Z, NaN, 6, 599
2013-01-22T16:37:30.000Z, 85.181662275, 7, 900
2013-01-22T16:52:30.000Z, 85.196735461, 7, 900
2013-01-22T17:07:30.000Z, 85.203449851, 7, 900
2013-01-22T17:22:30.000Z, NaN, 6, 600
2013-01-22T17:37:30.000Z, 85.22114335, 7, 900
2013-01-22T17:52:30.000Z, 85.204795268, 7, 900
2013-01-22T18:07:30.000Z, 85.188338118, 7, 900
2013-01-22T18:22:30.000Z, NaN, 6, 600
2013-01-22T18:37:30.000Z, 85.200515981, 7, 900
2013-01-22T18:52:30.000Z, 85.193486152, 7, 900
2013-01-22T19:07:30.000Z, 85.18476772, 7, 900
2013-01-22T19:22:30.000Z, NaN, 6, 600
2013-01-22T19:37:30.000Z, 85.190008377, 7, 900
2013-01-22T19:52:30.000Z, 85.19950245, 7, 900
2013-01-22T20:07:30.000Z, 85.217894042, 7, 900
2013-01-22T20:22:30.000Z, NaN, 6, 600
2013-01-22T20:37:30.000Z, 85.199362831, 7, 900
2013-01-22T20:52:30.000Z, 85.206245973, 7, 900
2013-01-22T21:07:30.000Z, 85.192246043, 7, 900
2013-01-22T21:22:30.000Z, NaN, 6, 600
2013-01-22T21:37:30.000Z, 85.181159431, 7, 901
2013-01-22T21:52:30.000Z, 85.15852419, 7, 900
2013-01-22T22:07:30.000Z, 85.208657595, 7, 900
2013-01-22T22:22:30.000Z, NaN, 6, 599
2013-01-22T22:37:30.000Z, 85.202028279, 7, 900
2013-01-22T22:52:30.000Z, 85.212494513, 7, 900
2013-01-22T23:07:30.000Z, 85.201195735, 7, 900
2013-01-22T23:22:30.000Z, NaN, 6, 600
2013-01-22T23:37:30.000Z, 85.167889888, 7, 900
2013-01-22T23:52:30.000Z, 85.198019847, 7, 900
2013-01-23T00:07:30.000Z, 85.190298904, 7, 900
2013-01-23T00:22:30.000Z, NaN, 6, 600
2013-01-23T00:37:30.000Z, 85.156726942, 7, 900
2013-01-23T00:52:30.000Z, 85.141852152, 7, 900
2013-01-23T01:07:30.000Z, 85.135500889, 7, 900
2013-01-23T01:22:30.000Z, NaN, 6, 600
2013-01-23T01:37:30.000Z, 85.162116613, 7, 900
2013-01-23T01:52:30.000Z, 85.154003222, 7, 900
2013-01-23T02:07:30.000Z, 85.137148126, 7, 900
2013-01-23T02:22:30.000Z, NaN, 6, 600
2013-01-23T02:37:30.000Z, 85.144578579, 7, 900
2013-01-23T02:52:30.000Z, 85.158886101, 7, 900
2013-01-23T03:07:30.000Z, 85.169665757, 7, 900
2013-01-23T03:22:30.000Z, NaN, 6, 600
2013-01-23T03:37:30.000Z, 85.174095414, 7, 900
2013-01-23T03:52:30.000Z, 85.174173488, 7, 900
2013-01-23T04:07:30.000Z, 85.176616985, 7, 898
2013-01-23T04:22:30.000Z, NaN, 6, 599
2013-01-23T04:37:30.000Z, 85.147264457, 7, 900
2013-01-23T04:52:30.000Z, 85.156303673, 7, 900
2013-01-23T05:07:30.000Z, 85.161913827, 7, 900
2013-01-23T05:22:30.000Z, NaN, 6, 601
2013-01-23T05:37:30.000Z, 85.144983819, 7, 900
2013-01-23T05:52:30.000Z, 85.118926961, 7, 900
2013-01-23T06:07:30.000Z, 85.139475855, 7, 900
2013-01-23T06:22:30.000Z, NaN, 6, 599
2013-01-23T06:37:30.000Z, 85.142318675, 7, 900
2013-01-23T06:52:30.000Z, 85.142864395, 7, 900
2013-01-23T07:07:30.000Z, 85.140706898, 7, 900
2013-01-23T07:22:30.000Z, NaN, 6, 600
2013-01-23T07:37:30.000Z, 85.116885589, 7, 900
2013-01-23T07:52:30.000Z, 85.123218478, 7, 900
2013-01-23T08:07:30.000Z, 85.122328217, 7, 900
2013-01-23T08:22:30.000Z, NaN, 6, 601
2013-01-23T08:37:30.000Z, 85.095843645, 7, 900
2013-01-23T08:52:30.000Z, 85.123091567, 7, 900
2013-01-23T09:07:30.000Z, 85.119005013, 7, 900
2013-01-23T09:22:30.000Z, NaN, 6, 599
2013-01-23T09:37:30.000Z, 85.079814709, 7, 900
2013-01-23T09:52:30.000Z, 85.079357827, 7, 900
2013-01-23T10:07:30.000Z, 85.065303618, 7, 900
2013-01-23T10:22:30.000Z, NaN, 6, 600
2013-01-23T10:37:30.000Z, 85.019506314, 7, 900
2013-01-23T10:52:30.000Z, 85.050157351, 7, 900
2013-01-23T11:07:30.000Z, 85.056272606, 7, 900
2013-01-23T11:22:30.000Z, NaN, 6, 600
2013-01-23T11:37:30.000Z, 85.055701504, 7, 900
2013-01-23T11:52:30.000Z, 85.117228251, 7, 900
2013-01-23T12:07:30.000Z, 85.095907101, 7, 900
2013-01-23T12:22:30.000Z, NaN, 6, 600
2013-01-23T12:37:30.000Z, 85.07118472, 7, 900
2013-01-23T12:52:30.000Z, 85.08146456, 7, 900
2013-01-23T13:07:30.000Z, 85.104473634, 7, 900
2013-01-23T13:22:30.000Z, NaN, 6, 600
2013-01-23T13:37:30.000Z, 85.144514246, 7, 900
2013-01-23T13:52:30.000Z, 85.171102227, 7, 900
2013-01-23T14:07:30.000Z, 85.160340123, 7, 900
2013-01-23T14:22:30.000Z, NaN, 6, 601
2013-01-23T14:37:30.000Z, 85.214651095, 7, 900
2013-01-23T14:52:30.000Z, 85.198759406, 7, 900
2013-01-23T15:07:30.000Z, 85.227553119, 7, 900
2013-01-23T15:22:30.000Z, NaN, 6, 599
2013-01-23T15:37:30.000Z, 85.180730079, 7, 900
2013-01-23T15:52:30.000Z, 85.199172442, 7, 900
2013-01-23T16:07:30.000Z, 85.232477851, 7, 900
2013-01-23T16:22:30.000Z, NaN, 6, 600
2013-01-23T16:37:30.000Z, 85.206927234, 7, 900
2013-01-23T16:52:30.000Z, 85.239513613, 7, 900
2013-01-23T17:07:30.000Z, 85.197703542, 7, 900
2013-01-23T17:22:30.000Z, NaN, 6, 601
2013-01-23T17:37:30.000Z, 85.173130034, 7, 900
2013-01-23T17:52:30.000Z, 85.194051643, 7, 900
2013-01-23T18:07:30.000Z, 85.178204249, 7, 794
2013-01-23T18:22:30.000Z, NaN, 6, 599
2013-01-23T18:37:30.000Z, 85.185866816, 7, 900
2013-01-23T18:52:30.000Z, 85.169103648, 7, 900
2013-01-23T19:07:30.000Z, 85.219569467, 7, 900
2013-01-23T19:22:30.000Z, NaN, 6, 600
2013-01-23T19:37:30.000Z, 85.187413461, 7, 900
2013-01-23T19:52:30.000Z, 85.211788897, 7, 900
2013-01-23T20:07:30.000Z, 85.240207651, 7, 900
2013-01-23T20:22:30.000Z, NaN, 6, 600
2013-01-23T20:37:30.000Z, 85.230764349, 7, 900
2013-01-23T20:52:30.000Z, 85.247125124, 7, 900
2013-01-23T21:07:30.000Z, 85.211306577, 7, 900
2013-01-23T21:22:30.000Z, NaN, 6, 600
2013-01-23T21:37:30.000Z, 85.187241884, 7, 900
2013-01-23T21:52:30.000Z, 85.174438306, 7, 900
2013-01-23T22:07:30.000Z, 85.209188779, 7, 900
2013-01-23T22:22:30.000Z, NaN, 6, 600
2013-01-23T22:37:30.000Z, 85.176427284, 7, 900
2013-01-23T22:52:30.000Z, 85.218363669, 7, 900
2013-01-23T23:07:30.000Z, 85.231246668, 7, 900
2013-01-23T23:22:30.000Z, NaN, 6, 599
2013-01-23T23:37:30.000Z, 85.163404666, 7, 900
2013-01-23T23:52:30.000Z, 85.191277638, 7, 900
2013-01-24T00:07:30.000Z, 85.211415634, 7, 900
2013-01-24T00:22:30.000Z, NaN, 6, 600
2013-01-24T00:37:30.000Z, 85.205673395, 7, 900
2013-01-24T00:52:30.000Z, 85.160650369, 7, 900
2013-01-24T01:07:30.000Z, 85.126926104, 7, 900
2013-01-24T01:22:30.000Z, NaN, 6, 600
2013-01-24T01:37:30.000Z, 85.133934321, 7, 900
2013-01-24T01:52:30.000Z, 85.131864827, 7, 900
2013-01-24T02:07:30.000Z, 85.130832479, 7, 900
2013-01-24T02:22:30.000Z, NaN, 6, 600
2013-01-24T02:37:30.000Z, 85.151280405, 7, 900
2013-01-24T02:52:30.000Z, 85.104130175, 7, 900
2013-01-24T03:07:30.000Z, 85.103960484, 7, 900
2013-01-24T03:22:30.000Z, NaN, 6, 600
2013-01-24T03:37:30.000Z, 85.104336811, 7, 900
2013-01-24T03:52:30.000Z, 85.104031275, 7, 900
2013-01-24T04:07:30.000Z, 85.10430552, 7, 900
2013-01-24T04:22:30.000Z, NaN, 6, 601
2013-01-24T04:37:30.000Z, 85.100842789, 7, 900
2013-01-24T04:52:30.000Z, 85.116173395, 7, 900
2013-01-24T05:07:30.000Z, 85.071319778, 7, 900
2013-01-24T05:22:30.000Z, NaN, 6, 600
2013-01-24T05:37:30.000Z, 85.131013124, 7, 900
2013-01-24T05:52:30.000Z, 85.134757444, 7, 900
2013-01-24T06:07:30.000Z, 85.067410454, 7, 900
2013-01-24T06:22:30.000Z, NaN, 6, 600
2013-01-24T06:37:30.000Z, 85.09675632, 7, 900
2013-01-24T06:52:30.000Z, 85.062119524, 7, 900
2013-01-24T07:07:30.000Z, 85.103013226, 7, 900
2013-01-24T07:22:30.000Z, NaN, 6, 601
2013-01-24T07:37:30.000Z, 85.033343487, 7, 900
2013-01-24T07:52:30.000Z, 85.064478461, 7, 900
2013-01-24T08:07:30.000Z, 85.09345569, 7, 900
2013-01-24T08:22:30.000Z, NaN, 6, 600
2013-01-24T08:37:30.000Z, 85.087617969, 7, 900
2013-01-24T08:52:30.000Z, 85.089267129, 7, 900
2013-01-24T09:07:30.000Z, 85.051570076, 7, 900
2013-01-24T09:22:30.000Z, NaN, 6, 601
2013-01-24T09:37:30.000Z, 85.053916942, 7, 900
2013-01-24T09:52:30.000Z, 85.03949327, 7, 900
2013-01-24T10:07:30.000Z, 85.049610886, 7, 900
2013-01-24T10:22:30.000Z, NaN, 6, 601
2013-01-24T10:37:30.000Z, 85.070371613, 7, 900
2013-01-24T10:52:30.000Z, 85.093996962, 7, 900
2013-01-24T11:07:30.000Z, 85.105848049, 7, 900
2013-01-24T11:22:30.000Z, NaN, 6, 601
2013-01-24T11:37:30.000Z, 85.167542457, 7, 900
2013-01-24T11:52:30.000Z, 85.201622116, 7, 900
2013-01-24T12:07:30.000Z, 85.161132689, 7, 900
